budget_x,country,date_x,genre,names,orig_lang,orig_title,Sum of Profit/Loss,revenue,score,status
5000000,US,12-02-2016,"Horror, Thriller",Incarnate, English,Incarnate,4371036,9371036,54, Released
50000000,AU,01/13/2022,"Drama, History",King Richard, English,King Richard,-12005134,37994866,78, Released
50000000,AU,01/17/2013,"Fantasy, Horror, Action",Hansel & Gretel: Witch Hunters, English,Hansel & Gretel: Witch Hunters,164949716,214949716,60, Released
50000000,AU,01/24/2008,"Drama, Horror",Sweeney Todd: The Demon Barber of Fleet Street, English,Sweeney Todd: The Demon Barber of Fleet Street,102000000,152000000,72, Released
50000000,AU,01/24/2019,"Crime, Drama, Thriller",The Mule, English,The Mule,123453994,173453994,68, Released
50000000,AU,01/28/2016,"War, Action, History, Drama",13 Hours: The Secret Soldiers of Benghazi, English,13 Hours: The Secret Soldiers of Benghazi,19411370,69411370,73, Released
50000000,AU,01/30/2014,"Fantasy, Thriller, Action, Crime",Drive Angry, English,Drive Angry,-8957417,41042583,55, Released
50000000,AU,01-01-2009,"Comedy, Romance",Yes Man, English,Yes Man,175990976,225990976,67, Released
50000000,AU,01-01-2023,"Comedy, Drama",A Man Called Otto, English,A Man Called Otto,58973274,108973274,79, Released
50000000,AU,01-04-2018,"Thriller, Drama, Crime, History",All the Money in the World, English,All the Money in the World,6890649,56890649,65, Released
50000000,AU,01-12-2005,"Adventure, Comedy, Drama",The Life Aquatic with Steve Zissou, English,The Life Aquatic with Steve Zissou,-15193274,34806726,71, Released
50000000,AU,01-12-2023,"Action, Thriller, Comedy",Operation Fortune: Ruse de Guerre, English,Operation Fortune: Ruse de Guerre,-14200000,35800000,67, Released
50000000,AU,02/13/2013,"Fantasy, Drama, Romance",Beautiful Creatures, English,Beautiful Creatures,10282876,60282876,60, Released
50000000,AU,02/22/2018,"Animation, Adventure, Family",Peter Rabbit, English,Peter Rabbit,296727372,346727372,67, Released
50000000,AU,02/24/2011,"Action, Thriller, Science Fiction, Adventure",I Am Number Four, English,I Am Number Four,99878437,149878437,62, Released
50000000,AU,02/27/2014,"Action, Thriller, Mystery",Non-Stop, English,Non-Stop,172383055,222383055,68, Released
50000000,AU,02-03-2009,"Action, Thriller, Drama, Crime",The International, English,The International,3850527,53850527,62, Released
50000000,AU,02-05-1998,"Drama, Comedy, Romance",As Good as It Gets, English,As Good as It Gets,264178011,314178011,74, Released
50000000,AU,02-10-2011,"Drama, Fantasy",Hereafter, English,Hereafter,58660270,108660270,60, Released
50000000,AU,02-11-2015,Drama,The Judge, English,The Judge,26073556,76073556,73, Released
50000000,AU,02-11-2016,"Comedy, Adventure, Action",Zoolander 2, English,Zoolander 2,5348693,55348693,49, Released
50000000,AU,03/19/2015,"Action, Crime, Mystery",Run All Night, English,Run All Night,21561644,71561644,64, Released
50000000,AU,03/19/2018,"Family, Comedy, Animation, Adventure",Early Man, English,Early Man,-4714110,45285890,62, Released
50000000,AU,03/24/1999,"Comedy, Drama",Patch Adams, English,Patch Adams,152173000,202173000,73, Released
50000000,AU,03/24/2005,"Drama, Horror, Thriller",The Ring Two, English,The Ring Two,111941727,161941727,57, Released
50000000,AU,03/26/2009,"Action, Mystery, Science Fiction, Thriller",Knowing, English,Knowing,136450317,186450317,62, Released
50000000,AU,03/28/2013,"Action, Adventure, Romance, Science Fiction, Thriller",The Host, English,The Host,14477051,64477051,63, Released
50000000,AU,03/30/2006,"Action, Thriller, Science Fiction",V for Vendetta, English,V for Vendetta,80214162,130214162,79, Released
50000000,AU,03/30/2006,"Crime, Drama, Thriller",Inside Man, English,Inside Man,135798265,185798265,74, Released
50000000,AU,03-04-1999,"Crime, Action, Drama",Payback, English,Payback,111626121,161626121,68, Released
50000000,AU,03-04-2010,"Action, Thriller",Ninja Assassin, English,Ninja Assassin,12209892,62209892,65, Released
50000000,AU,03-06-1997,"Comedy, Drama, Romance",Jerry Maguire, English,Jerry Maguire,223552592,273552592,69, Released
50000000,AU,03-09-2000,"Drama, Adventure, Romance, Thriller",The Beach, English,The Beach,-10221401,39778599,65, Released
50000000,AU,04/13/2000,Drama,Erin Brockovich, English,Erin Brockovich,207805243,257805243,74, Released
50000000,AU,04-01-2021,"Comedy, Family, Animation",Tom & Jerry, English,Tom & Jerry,86536687,136536687,69, Released
50000000,AU,04-03-2003,"Comedy, Romance",How to Lose a Guy in 10 Days, English,How to Lose a Guy in 10 Days,128503788,178503788,67, Released
50000000,AU,04-04-2012,Comedy,American Reunion, English,American Reunion,186799211,236799211,63, Released
50000000,AU,04-06-1995,"Action, Drama, Science Fiction, Thriller",Outbreak, English,Outbreak,140023573,190023573,65, Released
50000000,AU,04-06-2000,"Family, Animation, Science Fiction, Drama",The Iron Giant, English,The Iron Giant,-18666083,31333917,79, Released
50000000,AU,04-09-2009,"Drama, Comedy",The Boat That Rocked, English,The Boat That Rocked,-12527349,37472651,73, Released
50000000,AU,04-10-2003,"Action, Adventure, Comedy, Western",Shanghai Knights, English,Shanghai Knights,38316835,88316835,61, Released
50000000,AU,04-11-2019,"Fantasy, Horror, Action, Adventure",Hellboy, English,Hellboy,3956480,53956480,55, Released
50000000,AU,05/26/2016,"Comedy, Crime, Action",The Nice Guys, English,The Nice Guys,9596747,59596747,71, Released
50000000,AU,05/29/2003,"Action, Drama, Mystery, Thriller, Crime",Basic, English,Basic,-7401502,42598498,65, Released
50000000,AU,05/31/2006,"Comedy, Romance",Failure to Launch, English,Failure to Launch,78402901,128402901,58, Released
50000000,AU,05-06-2020,"Action, Thriller",The Rhythm Section, English,The Rhythm Section,-44016957,5983043,56, Released
50000000,AU,05-10-2012,"Drama, Thriller, Mystery, Crime",Shanghai, English,Shanghai,-34494078,15505922,61, Released
50000000,AU,05-12-2005,"Comedy, Action",Man of the House, English,Man of the House,-27900294,22099706,57, Released
50000000,AU,05-12-2009,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",Race to Witch Mountain, English,Race to Witch Mountain,55103784,105103784,58, Released
50000000,AU,06/16/1994,"Action, Comedy, Crime",Beverly Hills Cop III, English,Beverly Hills Cop III,69180938,119180938,59, Released
50000000,AU,06/21/2001,"Animation, Comedy, Fantasy, Adventure, Family",Shrek, English,Shrek,441812794,491812794,77, Released
50000000,AU,06/23/2005,"Comedy, Family, Adventure, Fantasy, Romance",Herbie Fully Loaded, English,Herbie Fully Loaded,94146816,144146816,57, Released
50000000,AU,06/27/1991,"Action, Adventure, Drama, Romance",Robin Hood: Prince of Thieves, English,Robin Hood: Prince of Thieves,340500000,390500000,68, Released
50000000,AU,06/29/2017,"Adventure, Drama, Science Fiction, Fantasy",Okja, English,Okja,223230203.2,273230203.2,74, Released
50000000,AU,06-01-2006,"Family, Comedy",RV, English,RV,37528173,87528173,59, Released
50000000,AU,06-04-1992,"Science Fiction, Action, Horror",Alien³, English,Alien³,109773545,159773545,64, Released
50000000,AU,06-04-2018,"Western, Drama, History",Hostiles, English,Hostiles,-13023664,36976336,69, Released
50000000,AU,06-05-2014,"Crime, Comedy, Action",22 Jump Street, English,22 Jump Street,281333876,331333876,68, Released
50000000,AU,06-09-2011,"Thriller, Science Fiction, Mystery",Super 8, English,Super 8,207972745,257972745,68, Released
50000000,AU,07/17/2013,"Romance, Science Fiction, Drama, Fantasy",Upside Down, English,Upside Down,-23612961,26387039,63, Released
50000000,AU,07-05-2012,"Comedy, Fantasy",Ted, English,Ted,506016627,556016627,64, Released
50000000,AU,07-06-1995,"Action, Adventure, Science Fiction",Congo, English,Congo,102022333,152022333,55, Released
50000000,AU,07-08-2016,"Action, Comedy, Crime, Mystery",Central Intelligence, English,Central Intelligence,167194805,217194805,64, Released
50000000,AU,07-11-2002,"Thriller, Drama",Unfaithful, English,Unfaithful,69114494,119114494,66, Released
50000000,AU,08/17/2006,"Adventure, Animation, Comedy, Family",Curious George, English,Curious George,21052604,71052604,64, Released
50000000,AU,08/18/2016,"Comedy, Crime, Drama",War Dogs, English,War Dogs,36234503,86234503,69, Released
50000000,AU,08/19/1997,"Action, Drama",G.I. Jane, English,G.I. Jane,-1830844,48169156,64, Released
50000000,AU,08/19/2004,"Fantasy, Action",Hellboy, English,Hellboy,3956480,53956480,67, Released
50000000,AU,08/22/2002,"Comedy, Romance",Mr. Deeds, English,Mr. Deeds,121269535,171269535,58, Released
50000000,AU,08/24/2017,"Action, Comedy, Crime, Drama, Thriller",American Made, English,American Made,85569212,135569212,68, Released
50000000,AU,08/29/2002,"Crime, Drama, Thriller",Murder by Numbers, English,Murder by Numbers,6643267,56643267,61, Released
50000000,AU,08/31/2006,"Horror, Mystery",Silent Hill, English,Silent Hill,44704227,94704227,65, Released
50000000,AU,08-08-2006,"Horror, Drama, Science Fiction",The Host, Korean, 괴물,14477051,64477051,70, Released
50000000,AU,08-11-2016,"Action, Drama, History, War",Free State of Jones, English,Free State of Jones,-26762748,23237252,67, Released
50000000,AU,09/14/2017,"Animation, Family, Comedy",The Emoji Movie, English,The Emoji Movie,166564839,216564839,55, Released
50000000,AU,09/16/2004,"Animation, Comedy, Family",Garfield, English,Garfield,150804534,200804534,57, Released
50000000,AU,09/18/2014,"Animation, Comedy, Adventure, Family",Planes: Fire & Rescue, English,Planes: Fire & Rescue,101165787,151165787,61, Released
50000000,AU,09/19/2009,"Action, Drama, History, War",Defiance, English,Defiance,2987754,52987754,68, Released
50000000,AU,09/19/2013,"Animation, Family, Adventure, Comedy",Planes, English,Planes,169788712,219788712,59, Released
50000000,AU,09/19/2019,"Action, Thriller, Drama",Rambo: Last Blood, English,Rambo: Last Blood,41378886,91378886,65, Released
50000000,AU,09/20/1990,"Comedy, Horror, Fantasy",Gremlins 2: The New Batch, English,Gremlins 2: The New Batch,-8523903,41476097,64, Released
50000000,AU,09/22/2010,"Drama, Thriller",Fair Game, English,Fair Game,-23902503,26097497,65, Released
50000000,AU,09/22/2016,"Drama, History, Crime, Thriller",Snowden, English,Snowden,-14619082,35380918,71, Released
50000000,AU,09/23/2011,Drama,Moneyball, English,Moneyball,61300835,111300835,72, Released
50000000,AU,09/23/2021,Crime,The Many Saints of Newark, English,The Many Saints of Newark,-37267961,12732039,65, Released
50000000,AU,09-03-2014,"Action, Thriller",Into the Storm, English,Into the Storm,100429371,150429371,60, Released
50000000,AU,09-12-2011,"Comedy, Drama, Romance","Crazy, Stupid, Love.", English,"Crazy, Stupid, Love.",92851197,142851197,73, Released
50000000,AU,10/17/2003,"Thriller, Crime, Drama",Out of Time, English,Out of Time,5489826,55489826,63, Released
50000000,AU,10/20/2005,"Action, Thriller, Adventure, Crime",Into the Blue, English,Into the Blue,-8017773,41982227,59, Released
50000000,AU,10/21/1998,"Action, Crime, Drama, Thriller",The Negotiator, English,The Negotiator,-894234,49105766,71, Released
50000000,AU,10/21/2004,"Horror, Action, Science Fiction",Resident Evil: Apocalypse, English,Resident Evil: Apocalypse,75168734,125168734,63, Released
50000000,AU,10/24/2007,"Thriller, Crime, Mystery",Eastern Promises, English,Eastern Promises,6077088,56077088,74, Released
50000000,AU,10/26/1995,"Action, Adventure, Crime, Thriller",Assassins, English,Assassins,33306268,83306268,65, Released
50000000,AU,10/27/2022,"Action, Drama, History",The Woman King, English,The Woman King,44374749,94374749,78, Released
50000000,AU,10-02-1997,"Drama, Thriller, Mystery",The Game, English,The Game,30369970,80369970,76, Released
50000000,AU,10-07-2000,Comedy,The Replacements, English,The Replacements,54511,50054511,66, Released
50000000,AU,10-09-1996,"Action, Adventure, Science Fiction, Thriller",Escape from L.A., English,Escape from L.A.,-24573139,25426861,59, Released
50000000,AU,11/14/2002,"Crime, Thriller, Action",Blood Work, English,Blood Work,-23800483,26199517,62, Released
50000000,AU,11/19/2009,"Adventure, Fantasy, Drama, Romance",The Twilight Saga: New Moon, English,The Twilight Saga: New Moon,637557727,687557727,60, Released
50000000,AU,11/25/2009,"Fantasy, Action, Science Fiction",Outlander, English,Outlander,-48749383,1250617,64, Released
50000000,AU,11/26/2014,"Animation, Adventure, Comedy, Family, Fantasy",The Book of Life, English,The Book of Life,47651543,97651543,75, Released
50000000,AU,11-01-2001,"Thriller, Mystery",Don't Say a Word, English,Don't Say a Word,50020092,100020092,62, Released
50000000,AU,11-03-2005,"Mystery, Thriller, Drama",Stay, English,Stay,-41657868,8342132,66, Released
50000000,AU,12/16/2009,"Action, Thriller, Science Fiction",Gamer, English,Gamer,-7997971,42002029,57, Released
50000000,AU,12/19/2013,Comedy,Anchorman 2: The Legend Continues, English,Anchorman 2: The Legend Continues,122246223,172246223,61, Released
50000000,AU,12/22/1994,"Family, Comedy, Adventure, Crime, Drama",Baby's Day Out, English,Baby's Day Out,-33328495,16671505,63, Released
50000000,AU,12/26/1994,"Horror, Drama, Fantasy",Interview with the Vampire, English,Interview with the Vampire,173564608,223564608,74, Released
50000000,AU,12/26/2015,Comedy,Daddy's Home, English,Daddy's Home,192786137,242786137,63, Released
50000000,AU,12/26/2022,"Comedy, Family, Music","Lyle, Lyle, Crocodile", English,"Lyle, Lyle, Crocodile",57644101,107644101,75, Released
50000000,AU,12/26/2022,"Music, History, Drama",Whitney Houston: I Wanna Dance with Somebody, English,Whitney Houston: I Wanna Dance with Somebody,-9000000,41000000,70, Released
50000000,AU,12-01-2005,"Action, Crime",Domino, English,Domino,-26425943,23574057,60, Released
50000000,AU,12-02-2004,"Comedy, Family",Christmas with the Kranks, English,Christmas with the Kranks,46469187,96469187,62, Released
50000000,AU,12-04-1997,"Action, Thriller",The Peacemaker, English,The Peacemaker,12967368,62967368,60, Released
50000000,AU,12-06-2018,Drama,Creed II, English,Creed II,163591522,213591522,70, Released
50000000,AU,12-08-2011,"Drama, Comedy, Family",We Bought a Zoo, English,We Bought a Zoo,68729073,118729073,68, Released
50000000,AU,12-10-1998,"Comedy, Family, Drama, Fantasy",Jack Frost, English,Jack Frost,-15354626,34645374,59, Released
50000000,CA,11-08-2019,"Animation, Adventure, Comedy",Arctic Dogs, English,Arctic Dogs,-38714846,11285154,63, Released
50000000,FR,04-04-2012,"Family, Adventure, Comedy",HOUBA! On the Trail of the Marsupilami, French, Sur la piste du Marsupilami,100000,50100000,52, Released
50000000,US,01/26/2020,Documentary,Assassins, English,Assassins,33306268,83306268,69, Released
50000000,US,02/18/1994,Action,On Deadly Ground, English,On Deadly Ground,-11409542,38590458,51, Released
50000000,US,02/21/2003,"Drama, Thriller, Crime",The Life of David Gale, English,The Life of David Gale,-21079812,28920188,74, Released
50000000,US,02/27/2009,"Action, Adventure, Science Fiction, Thriller",Street Fighter: The Legend of Chun-Li, English,Street Fighter: The Legend of Chun-Li,-37339713,12660287,44, Released
50000000,US,02-05-2021,"Crime, Drama, Thriller",Payback, English,Payback,111626121,161626121,60, Released
50000000,US,04/17/2015,"Crime, Thriller",Child 44, English,Child 44,-41995779,8004221,63, Released
50000000,US,05-06-2022,"Animation, Family, Comedy, Adventure",Marmaduke, English,Marmaduke,39895930,89895930,55, Released
50000000,US,06/28/1996,"Comedy, Crime, Drama",Striptease, English,Striptease,63309743,113309743,56, Released
50000000,US,06-04-2010,"Family, Comedy",Marmaduke, English,Marmaduke,39895930,89895930,53, Released
50000000,US,06-10-2005,"Adventure, Family, Science Fiction",The Adventures of Sharkboy and Lavagirl, English,The Adventures of Sharkboy and Lavagirl,21992655,71992655,51, Released
50000000,US,09/24/2004,"Thriller, Drama, Mystery, Science Fiction",The Forgotten, English,The Forgotten,67211892,117211892,59, Released
50000000,US,09/30/2011,"Mystery, Drama, Thriller",Dream House, English,Dream House,-8357834,41642166,61, Released
50000000,US,10/13/1995,"Drama, Romance, Western",The Scarlet Letter, English,The Scarlet Letter,-39640994,10359006,61, Released
50000000,US,10/21/2022,"Action, Crime, Thriller",Detective Knight: Rogue, English,Detective Knight: Rogue,675034225.6,725034225.6,67, Released
50000000,US,10-11-1996,"Crime, Drama",The Chamber, English,The Chamber,-27459641,22540359,60, Released
50000000,US,11-12-1999,"Adventure, Drama, Action, History, War",The Messenger: The Story of Joan of Arc, English, Joan of Arc,-35728703,14271297,64, Released
50000000,US,12/25/1998,"Drama, Romance, Comedy",Stepmom, English,Stepmom,109745279,159745279,72, Released
5005600,AU,06/13/2017,"Drama, Horror, Thriller, Science Fiction",The Girl with All the Gifts, English,The Girl with All the Gifts,167692581.6,172698181.6,65, Released
50140000,GB,10/31/2018,"Horror, Thriller",Other Side of the Box, English,Other Side of the Box,308466375,358606375,66, Released
50168000,AU,11/27/2016,"Comedy, Horror, Thriller",Better Watch Out, English,Better Watch Out,-49991712,176288,67, Released
50200000,AU,03-03-2011,"Science Fiction, Thriller, Romance",The Adjustment Bureau, English,The Adjustment Bureau,76731325,126931325,67, Released
5027266,RU,01/26/2017,"Drama, Romance, Science Fiction, Adventure",Attraction, Russian, Притяжение,14427579,19454845,67, Released
50300000,AU,07-10-2020,"War, Action, Drama",Greyhound, English,Greyhound,-50300000,0,74, Released
5037000,US,10-11-1961,"Drama, History",King of Kings, English,King of Kings,9446352,14483352,71, Released
5043197,AU,04-11-2019,"War, Drama, Romance",Where Hands Touch, English,Where Hands Touch,-4914928,128269,80, Released
50498000.2,US,06/13/1986,"Crime, Drama, Romance, Thriller",Mona Lisa, English,Mona Lisa,-44703816.2,5794184,69, Released
50517862.6,US,02/16/1990,"Romance, Thriller, Drama",Revenge, English,Revenge,-34872246.6,15645616,65, Released
50600000,AU,11/17/2022,"Comedy, Drama","BARDO, False Chronicle of a Handful of Truths"," Spanish, Castilian"," Bardo, falsa crónica de unas cuantas verdades",409577562,460177562,71, Released
50600000,FR,04/27/1971,"Comedy, Drama",Murmur of the Heart, French, Le souffle au cœur,409577562,460177562,71, Released
50601000,DE,03/30/2023,"Comedy, Action, Adventure",Manta Manta - Zwoter Teil, German,Manta Manta - Zwoter Teil,273186336.6,323787336.6,33, Released
50610000,ES,10/21/2022,"Action, Animation, Comedy, Fantasy, Horror, War",Unicorn Wars," Spanish, Castilian",Unicorn Wars,-50582167,27833,64, Released
50641000,HK,04/20/1991,"Fantasy, Drama",Witchcraft vs. Curse, Cantonese, 色降,273146336.6,323787336.6,33, Released
50641000,RU,02/14/2023,Drama,Disobedient, Russian, Непослушная,273146336.6,323787336.6,33, Released
50641000,US,09/30/2021,"Animation, Adventure, Comedy",Curious George: Cape Ahoy, English,Curious George: Cape Ahoy,273146336.6,323787336.6,33, Released
50648967,US,09/13/2019,"Science Fiction, Thriller, Drama, Mystery",Freaks, English,Freaks,-50315374,333593,68, Released
5070773,AU,06-07-2016,"War, Drama, History",Land of Mine, Danish, Under sandet,38834010.4,43904783.4,78, Released
5074618.2,US,11-06-2020,"Horror, Drama, Mystery",The Dark and the Wicked, English,The Dark and the Wicked,-4785461.2,289157,62, Released
5088225.8,US,01-05-2023,"Horror, Thriller",Play Dead, English,Play Dead,-4731385.8,356840,62, Released
5088225.8,US,06-06-2013,"Horror, Thriller",V/H/S/2, English,V/H/S/2,-5066392.8,21833,62, Released
50900000,AU,05/13/2021,"Animation, Action, Crime, Mystery, Romance, Thriller",Detective Conan: The Scarlet Bullet, Japanese, 名探偵コナン 緋色の弾丸,44680715,95580715,68, Released
50900000,CN,05/30/2021,Thriller,Giant Spider, Chinese, 巨蛛,448212859.2,499112859.2,72, Released
5100000,US,10-03-1980,"Drama, Fantasy, Romance",Somewhere in Time, English,Somewhere in Time,4609597,9709597,75, Released
51000000,AU,06/22/2000,Comedy,"Me, Myself & Irene", English,"Me, Myself & Irene",98270999,149270999,66, Released
51000000,AU,09/21/2006,"Animation, Comedy, Family",Barnyard, English,Barnyard,65476887,116476887,58, Released
51000000,AU,09/27/2018,"Adventure, Drama",Alpha, English,Alpha,48624873,99624873,65, Released
51000000,AU,11/23/2006,"Comedy, Family",Deck the Halls, English,Deck the Halls,-4184193,46815807,55, Released
51000000,JP,09/14/1991,"Animation, Drama, Science Fiction",Roujin Z, Japanese, 老人Z,632521420.2,683521420.2,64, Released
51000000,US,12-06-2022,"Animation, Family, Adventure",The Boss Baby: Christmas Bonus, English,The Boss Baby: Christmas Bonus,404134472.8,455134472.8,68, Released
51060000,AU,06/27/2017,"Adventure, Drama, Thriller",Jungle, English,Jungle,-49153360,1906640,66, Released
51117129,JP,07/13/2002,"Animation, Adventure, Action, Fantasy",Pokémon Heroes, Japanese, 劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,-30249210,20867919,66, Released
51220904,US,09/21/2019,"Fantasy, Horror",The Mortuary Collection, English,The Mortuary Collection,-51186639,34265,68, Released
51270000,IT,05-04-1984,"Drama, Comedy",Lola's Secret, Italian, Il peccato di Lola,313829318.6,365099318.6,38, Released
51340950,AU,08/18/2021,Horror,Witch Hunt, English,Witch Hunt,-51284535,56415,68, Released
51400000,AR,01/27/2022,"Thriller, Horror",Echoes," Spanish, Castilian", Ecos de un crimen,328451763.2,379851763.2,64, Released
51400000,AU,06/26/2020,"Comedy, Music",Eurovision Song Contest: The Story of Fire Saga, English,Eurovision Song Contest: The Story of Fire Saga,389922392.2,441322392.2,64, Released
51400000,AU,09-10-2020,"Comedy, Horror",The Babysitter: Killer Queen, English,The Babysitter: Killer Queen,580958003.8,632358003.8,64, Released
51400000,DK,06-07-2018,"Animation, Family",Luis und die Aliens, German,Luis und die Aliens,328598436.2,379998436.2,64, Released
51400000,GB,09/25/2009,"Drama, History",Creation, English,Creation,443775070,495175070,64, Released
51400000,JP,03-08-1986,"Drama, Thriller",Flower and Snake 3: Punishment, Japanese, 花と蛇　飼育篇,286683083.6,338083083.6,38, Released
51400000,JP,05/18/2018,"Animation, Science Fiction",Godzilla: City on the Edge of Battle, Japanese, GODZILLA 決戦機動増殖都市,467639594,519039594,64, Released
51400000,TR,01/13/2023,"Comedy, Music",The Nightingale of Bursa, Turkish, Bursa Bülbülü,389922392.2,441322392.2,64, Released
51400000,US,02/25/2017,"Thriller, TV Movie",Infidelity in Suburbia, English,Infidelity in Suburbia,235021986.2,286421986.2,64, Released
51400000,US,08/14/2014,"War, Action",Jarhead 2: Field of Fire, English,Jarhead 2: Field of Fire,239953534.2,291353534.2,64, Released
51400000,US,12/18/2020,"Comedy, Romance",Sister of the Groom, English,Sister of the Groom,177780648.2,229180648.2,60, Released
51400000,US,12-01-2020,"Animation, Family",Angela's Christmas Wish, English,Angela's Christmas Wish,328598436.2,379998436.2,64, Released
51400000,US,12-01-2022,"Comedy, Romance",A Hollywood Christmas, English,A Hollywood Christmas,177780648.2,229180648.2,60, Released
51430000,AU,11-05-2008,"Family, Adventure, Animation, Fantasy, Action, Science Fiction",Pokémon: The Rise of Darkrai, Japanese, 劇場版ポケットモンスター ダイヤモンド&パール ディアルガVSパルキアVSダークライ,-8891546,42538454,69, Released
5145817.8,US,03-01-1996,"Action, Thriller",Bloodsport II, English,Bloodsport II,-4461466.8,684351,54, Released
51489867,AU,08-02-2021,"Horror, Thriller",Till Death, English,Till Death,-50994599,495268,68, Released
51489867,AU,09-01-2022,"Horror, Thriller",Orphan: First Kill, English,Orphan: First Kill,-41917102,9572765,68, Released
5150000,AU,02-11-2021,"Comedy, Drama",Another Round, Danish, Druk,16550000,21700000,77, Released
515001.4,AU,02/27/2013,Drama,3096 Days, German, 3096 Tage,6162472.6,6677474,75, Released
515001.4,AU,12/13/2019,"Drama, Comedy, History",The Two Popes, English,The Two Popes,-282363.4,232638,75, Released
515001.4,AU,12/26/2022,"Drama, Comedy",The Banshees of Inisherin, English,The Banshees of Inisherin,40484998.6,41000000,75, Released
515001.4,FR,05/15/1991,"Drama, Mystery, Fantasy",The Double Life of Véronique, French, La Double Vie de Véronique,1484953.6,1999955,75, Released
515001.4,GB,08-06-2021,"Drama, Romance",The Last Letter from Your Lover, English,The Last Letter from Your Lover,936972.6,1451974,75, Released
51570000,KR,07/27/2017,"Romance, Drama",Mother's Job, Korean, 엄마의 직업,297738045.2,349308045.2,38, Released
51571600,JP,09/27/2019,"Drama, Romance, Thriller",The Flowers of Evil, Japanese, 惡の華,550314147.6,601885747.6,68, Released
51600000,FR,12-09-2022,"Drama, Comedy",Hawa, French,Hawa,198212559.2,249812559.2,63, Released
5170496.6,US,10/29/2010,"Horror, Thriller",Julia's Eyes," Spanish, Castilian", Los ojos de Julia,7714426.4,12884923,67, Released
51880004,AU,03-09-2023,Comedy,Champions, English,Champions,-42616995,9263009,68, Released
51880004,ES,09/16/2022,Comedy,Two Many Chefs," Spanish, Castilian", La vida padre,-49844093,2035911,68, Released
52000000,AU,01-09-2003,"Drama, Crime",Catch Me If You Can, English,Catch Me If You Can,300114312,352114312,80, Released
52000000,AU,01-09-2020,"Comedy, Animation, Family",A Shaun the Sheep Movie: Farmageddon, English,A Shaun the Sheep Movie: Farmageddon,-9119572,42880428,69, Released
52000000,AU,02/22/2010,"Action, Crime, Thriller",From Paris with Love, English,From Paris with Love,826594,52826594,63, Released
52000000,AU,02-11-2010,"Comedy, Romance",Valentine's Day, English,Valentine's Day,165569328,217569328,59, Released
52000000,AU,03-07-1996,"Crime, Drama",Casino, English,Casino,58400000,110400000,80, Released
52000000,AU,05-09-2003,"Action, Comedy, Fantasy",Bulletproof Monk, English,Bulletproof Monk,-25077508,26922492,55, Released
52000000,AU,06-06-2006,"Romance, Comedy",The Break-Up, English,The Break-Up,153727307,205727307,58, Released
52000000,AU,07-10-2008,"Comedy, Romance",Mamma Mia!, English,Mamma Mia!,538493991,590493991,70, Released
52000000,AU,08/13/2011,Comedy,The Change-Up, English,The Change-Up,23997067,75997067,61, Released
52000000,AU,12/20/2019,"Action, Drama, History",Ip Man 4: The Finale, Cantonese, 葉問4,124345966,176345966,72, Released
52000000,CA,01/14/1999,"Drama, History, War",The Thin Red Line, English,The Thin Red Line,45709034,97709034,75, Released
52000000,US,02/17/2022,"Romance, Crime",Heart Shot, English,Heart Shot,478453911,530453911,56, Released
52000000,US,03-08-1996,"Adventure, Comedy, Drama, Family",Homeward Bound II: Lost in San Francisco, English,Homeward Bound II: Lost in San Francisco,-19290577,32709423,65, Released
52000000,US,11/15/2022,"Action, Comedy, Fantasy, Crime",R.I.P.D. 2: Rise of the Damned, English,R.I.P.D. 2: Rise of the Damned,487054106.6,539054106.6,66, Released
52000000,US,12/25/2005,"Adventure, Comedy, Drama, Romance",Casanova, English,Casanova,-14308356,37691644,65, Released
52000050,MX,02/25/2021,Horror,Come Play With Me," Spanish, Castilian", Juega Conmigo,-50246224,1753826,69, Released
52000050,TW,03/18/2022,Horror,Incantation, Chinese, 咒,-46300050,5700000,69, Released
52023622.6,JP,02/18/2017,"Animation, Action, Adventure, Fantasy, Romance, Science Fiction",Sword Art Online: The Movie – Ordinal Scale, Japanese, 劇場版 ソードアート・オンライン -オーディナル・スケール-,-31298213.6,20725409,77, Released
5210000,DK,03-03-2016,"Crime, Drama, Mystery, Thriller",A Conspiracy of Faith, Danish, Flaskepost fra P,690000,5900000,70, Released
5220017.8,AU,05/20/2022,Horror,Umma, English,Umma,-3101435.8,2118582,55, Released
52260004,US,10-07-2013,"Romance, Drama",Romeo & Juliet, English,Romeo & Juliet,-51097369,1162635,68, Released
5233963,DK,07/14/2016,"Action, Adventure, Drama, History",The Last King, Norwegian, Birkebeinerne,24916816.2,30150779.2,57, Released
5239000,US,03/20/2009,"Drama, Action, Thriller, Crime",Sin Nombre," Spanish, Castilian", Sin nombre,-136295,5102705,76, Released
52390007,AU,02/16/2013,"Family, Animation, Action, Adventure, Fantasy, Science Fiction",Pokémon the Movie: Kyurem vs. the Sword of Justice, Japanese, 劇場版ポケットモンスター ベストウイッシュ キュレムVS聖剣士 ケルディオ,-8332270,44057737,64, Released
52400000,HK,01-01-1991,Fantasy,Liao Zhai - Home for the Intimate Ghosts, Chinese, Liao zhai: Hua nong yue,529028834,581428834,55, Released
52400000,US,03-04-2022,"Thriller, Drama",Nightride, English,Nightride,241607250.2,294007250.2,66, Released
